code,name,cat,verdict,detail
508082,中金唯品会奥莱REIT,reits,no_series,
508060,南方万国数据中心REIT,reits,no_series,
180101,博时蛇口产园REIT,reits,stale_only,Data_netWorthTrend|Data_ACWorthTrend@2021-06-06
519036,富国天博创新主题混合(后端),other,no_series,
526060,港股通信息技术ETF华泰柏瑞,etf_lof,no_series,
519301,大成沪深300指数A(后端),other,no_series,
028316,富国智泓稳健90天持有期混合(FOF)C,fof,no_series,
028311,东吴嘉睿6个月持有混合发起式A,other,no_series,
028255,摩根新能源股票A,other,no_series,
028382,华夏创业板软件ETF发起式联接C,etf_lof,no_series,
028360,中银稳进增益债券C,bond_periodic,no_series,
028389,汇添富中证全指电力公用事业ETF发起式联接A,etf_lof,no_series,
028390,汇添富中证全指电力公用事业ETF发起式联接C,etf_lof,no_series,
028489,汇添富稳利多资产三个月持有混合(FOF)A,fof,no_series,
023576,海富通稳鑫三个月持有债券C,bond_periodic,stale_only,Data_netWorthTrend|Data_ACWorthTrend@2026-06-28
000470,富国目标齐利一年期纯债债券(后端),bond_periodic,no_series,
000565,富国医疗保健行业混合A(后端),other,no_series,
000582,富国信用债债券A/B(后端),bond_periodic,no_series,
002002,华夏回报混合A(后端),other,no_series,
002718,红塔红土盛隆灵活配置C,backend_share,stale_only,Data_netWorthTrend|Data_ACWorthTrend@2026-05-31
000140,富国国有企业债债券A/B(后端),bond_periodic,no_series,
028245,嘉实领航聚宁3个月持有期混合(FOF)A,fof,no_series,
027461,平安兴福多元稳健3个月持有混合(FOF)A,fof,recoverable,Data_netWorthTrend|Data_ACWorthTrend@2026-07-23
016130,国泰海通品质生活混合发起A,other,stale_only,Data_netWorthTrend|Data_ACWorthTrend@2026-06-11
508001,浙商沪杭甬REIT,reits,stale_only,Data_netWorthTrend|Data_ACWorthTrend@2024-06-26
161661,融通内需驱动混合A(后端),other,no_series,
091001,大成价值增长混合A(后端),other,no_series,
508601,中信建投首农商业REIT,reits,stale_only,Data_netWorthTrend|Data_ACWorthTrend@2026-05-31
508078,中航易商仓储物流REIT,reits,stale_only,Data_netWorthTrend|Data_ACWorthTrend@2024-12-23
508039,创金合信首农REIT,reits,stale_only,Data_netWorthTrend|Data_ACWorthTrend@2025-12-30
519719,交银纯债债券发起A(后端),bond_periodic,no_series,
028319,华商永利债券A,bond_periodic,no_series,
519739,交银周期回报灵活配置混合A(后端),other,no_series,
028345,鹏扬优利债券C,bond_periodic,no_series,
028594,鹏华瑞衡稳健120天持有期债券C,bond_periodic,no_series,
003245,摩根中国世纪混合(QDII)美元现汇,qdii_fx_share,no_series,
028569,天弘成长共赢混合A,other,no_series,
001359,国联安添鑫灵活配置混合A,other,stale_only,Data_netWorthTrend|Data_ACWorthTrend@2026-06-01
005195,博时合丰货币A,money_market,no_series,
041008,华安策略优选混合A(后端),other,no_series,
027759,汇添富中证全指指数增强C,backend_share,no_series,
161654,融通深证100指数A(后端),other,no_series,
202008,南方隆元产业主题混合(后端),other,no_series,
008111,银华信用精选18个月定开债,bond_periodic,stale_only,Data_netWorthTrend|Data_ACWorthTrend@2026-06-29
508080,中金亦庄产业园REIT,reits,stale_only,Data_netWorthTrend|Data_ACWorthTrend@2025-06-15
508090,中银中外运仓储物流REIT,reits,stale_only,Data_netWorthTrend|Data_ACWorthTrend@2025-06-25
508600,汇添富上海地产商业REIT,reits,stale_only,Data_netWorthTrend|Data_ACWorthTrend@2026-06-01
508087,国泰海通济南能源供热REIT,reits,stale_only,Data_netWorthTrend|Data_ACWorthTrend@2025-12-30
027833,东方丰泰多元配置三个月持有混合(FOF)A,fof,no_series,
516163,新能源ETF南方,etf_lof,no_series,
028286,联博汇鑫债券C,bond_periodic,no_series,
028384,华润元大聚盈混合发起式C,backend_share,no_series,
000158,富国低碳环保混合(后端),other,no_series,
004307,博时富元纯债债券,bond_periodic,stale_only,Data_netWorthTrend|Data_ACWorthTrend@2026-06-15
006667,南华瑞元定期开放债券,bond_periodic,stale_only,Data_netWorthTrend|Data_ACWorthTrend@2026-07-02
025906,东方红欣享稳健多资产6个月持有混合(FOF)A,fof,recoverable,Data_netWorthTrend|Data_ACWorthTrend@2026-07-23
026026,华夏六个月滚动持有债券C,bond_periodic,no_series,
007498,中庚价值灵动灵活配置混合(后端),other,no_series,
017004,上银恒睿养老目标2045三年持有混合发起式(FOF),fof,recoverable,Data_netWorthTrend|Data_ACWorthTrend@2026-07-23
026364,国投瑞银聚安稳健6个月持有期混合(FOF)C,fof,recoverable,Data_netWorthTrend|Data_ACWorthTrend@2026-07-23
027550,博时汇益优选3个月持有期混合(FOF)C,fof,recoverable,Data_netWorthTrend|Data_ACWorthTrend@2026-07-23
028322,富国稳悦回报混合C,backend_share,no_series,
041005,华安宏利混合A(后端),other,no_series,
128012,国投瑞银优化增强债券A/B(后端),bond_periodic,no_series,
159082,化工ETF华夏,etf_lof,no_series,
180105,易方达广开产园REIT,reits,stale_only,Data_netWorthTrend|Data_ACWorthTrend@2024-08-28
508603,中金唯品会商业REIT,reits,no_series,
519715,交银消费新驱动股票(后端),other,no_series,
027714,华宝质量量化选股混合C,backend_share,no_series,
018333,嘉实新兴景气混合发起式C,backend_share,stale_only,Data_netWorthTrend|Data_ACWorthTrend@2026-05-14
027754,华安中证汽车零部件主题指数发起式C,backend_share,no_series,
091006,大成2020生命周期混合A(后端),other,no_series,
028221,摩根恒生生物科技ETF发起式联接A,etf_lof,no_series,
028296,民生加银添惠债券C,bond_periodic,no_series,
005199,上银聚加利货币,money_market,no_series,
028573,南方启航共赢混合A,other,no_series,
028592,汇添富稳利回报债券C,bond_periodic,no_series,
028457,长盛聚益债券C,bond_periodic,no_series,
519724,交银双轮动债券A/B(后端),bond_periodic,no_series,
006313,恒越核心精选混合A(后端),other,no_series,
021763,汇添金货币E,money_market,no_series,
026734,摩根恒生港股通50ETF联接A,etf_lof,no_series,
027926,博时稳睿增益6个月持有期混合A,bond_periodic,no_series,
017864,财通资管博宏积极6个月持有混合发起式(FOF)A,fof,stale_only,Data_netWorthTrend|Data_ACWorthTrend@2026-06-29
027927,博时稳睿增益6个月持有期混合C,bond_periodic,no_series,
027973,金鹰丰誉混合B,other,no_series,
180011,银华优势企业混合(后端),other,no_series,
015852,华泰柏瑞益安三个月定开债券,bond_periodic,stale_only,Data_netWorthTrend|Data_ACWorthTrend@2026-06-28
398002,中海优质成长混合(后端),other,no_series,
270020,广发沪深300ETF联接A(后端),etf_lof,no_series,
508020,东方红隧道股份高速公路REIT,reits,stale_only,Data_netWorthTrend|Data_ACWorthTrend@2026-06-29
508098,嘉实京东仓储基础设施REIT,reits,stale_only,Data_netWorthTrend|Data_ACWorthTrend@2023-06-29
508097,华泰南京建邺REIT,reits,stale_only,Data_netWorthTrend|Data_ACWorthTrend@2025-06-29
027683,中邮臻享混合发起式C,backend_share,no_series,
960010,工银核心价值混合H,backend_share,stale_only,Data_netWorthTrend|Data_ACWorthTrend@2017-01-22
508031,国泰海通城投宽庭保租房REIT,reits,stale_only,Data_netWorthTrend|Data_ACWorthTrend@2025-12-30
027713,华宝质量量化选股混合A,other,no_series,
161006,富国天惠成长混合(LOF)A(后端),etf_lof,no_series,
028597,富国医药健康混合发起式A,other,no_series,
027834,东方丰泰多元配置三个月持有混合(FOF)C,fof,no_series,
028423,宏利科创精选混合C,backend_share,no_series,
016519,华安新回报混合C,backend_share,stale_only,Data_netWorthTrend|Data_ACWorthTrend@2026-04-27
